"committee","lgno","name","term","sessionPeriod","isCoChairman","姓名+出生日期","立法院","組織名稱","職位名稱","起始","結束","地址","組織名稱+地址"
"經濟委員會",25,"李慶華","07","2","N","李慶華+1948","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",35,"林滄敏","07","2","N","林滄敏+1958","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",39,"邱鏡淳","07","2","Y","邱鏡淳+1949","立法院","立法院經濟委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",47,"徐中雄","07","2","N","徐中雄+1957","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",51,"翁重鈞","07","2","Y","翁重鈞+1955","立法院","立法院經濟委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",55,"張花冠","07","2","N","張花冠+1954","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",56,"張嘉郡","07","2","N","張嘉郡+1981","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",67,"陳啟昱","07","2","N","陳啟昱+1965","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",77,"黃健庭","07","2","N","黃健庭+1959","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",90,"劉銓忠","07","2","N","劉銓忠+1942","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",91,"潘孟安","07","2","N","潘孟安+1963","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"經濟委員會",103,"蕭景田","07","2","N","蕭景田+1954","立法院","立法院經濟委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經濟委員會+台北市中正區中山南路1號"
"財政委員會",12,"余政道","07","2","N","余政道+1963","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",31,"林炳坤","07","2","N","林炳坤+1948","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",36,"林德福","07","2","N","林德福+1953","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",46,"孫大千","07","2","N","孫大千+1969","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",52,"高志鵬","07","2","N","高志鵬+1963","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",64,"陳杰","07","2","N","陳杰+1957","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",76,"黃偉哲","07","2","N","黃偉哲+1963","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",84,"廖正井","07","2","N","廖正井+1945","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",92,"潘維剛","07","2","N","潘維剛+1957","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",94,"蔡正元","07","2","N","蔡正元+1953","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",101,"盧秀燕","07","2","Y","盧秀燕+1961","立法院","立法院財政委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",104,"賴士葆","07","2","N","賴士葆+1951","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",111,"羅明才","07","2","N","羅明才+1967","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",112,"羅淑蕾","07","2","N","羅淑蕾+1952","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"財政委員會",114,"陳淑慧","07","2","N","陳淑慧+1957","立法院","立法院財政委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院財政委員會+台北市中正區中山南路1號"
"教育及文化委員會",8,"江玲君","07","2","N","江玲君+1975","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",10,"江義雄","07","2","Y","江義雄+1944","立法院","立法院教育及文化委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",24,"李慶安","07","2","N","李慶安+1959","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",28,"林正二","07","2","Y","林正二+1952","立法院","立法院教育及文化委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",34,"林淑芬","07","2","N","林淑芬+1973","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",44,"洪秀柱","07","2","N","洪秀柱+1948","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",62,"郭素春","07","2","N","郭素春+1955","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",65,"陳亭妃","07","2","N","陳亭妃+1974","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",74,"黃志雄","07","2","N","黃志雄+1976","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",81,"楊瓊瓔","07","2","N","楊瓊瓔+1964","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",87,"管碧玲","07","2","N","管碧玲+1956","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",88,"趙麗雲","07","2","N","趙麗雲+1952","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"教育及文化委員會",99,"鄭金玲","07","2","N","鄭金玲+1946","立法院","立法院教育及文化委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院教育及文化委員會+台北市中正區中山南路1號"
"交通委員會",3,"王幸男","07","2","N","王幸男+1941","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",9,"江連福","07","2","N","江連福+1958","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",16,"吳敦義","07","2","N","吳敦義+1948","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",26,"李鴻鈞","07","2","N","李鴻鈞+1959","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",29,"林明溱","07","2","N","林明溱+1951","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",30,"林建榮","07","2","N","林建榮+1946","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",49,"徐耀昌","07","2","N","徐耀昌+1955","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",60,"曹爾忠","07","2","N","曹爾忠+1954","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",61,"郭玟成","07","2","N","郭玟成+1955","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",66,"陳根德","07","2","Y","陳根德+1956","立法院","立法院交通委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",75,"黃昭順","07","2","Y","黃昭順+1953","立法院","立法院交通委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",80,"楊仁福","07","2","N","楊仁福+1942","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",82,"楊麗環","07","2","N","楊麗環+1957","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",83,"葉宜津","07","2","N","葉宜津+1960","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"交通委員會",110,"顏清標","07","2","N","顏清標+1960","立法院","立法院交通委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院交通委員會+台北市中正區中山南路1號"
"司法及法制委員會",7,"朱鳳芝","07","2","N","朱鳳芝+1948","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",15,"吳清池","07","2","Y","吳清池+1949","立法院","立法院司法及法制委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",17,"呂學樟","07","2","N","呂學樟+1952","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",19,"李明星","07","2","N","李明星+1955","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",22,"李復興","07","2","N","李復興+1946","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",33,"林益世","07","2","N","林益世+1968","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",38,"邱毅","07","2","N","邱毅+1956","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",43,"柯建銘","07","2","N","柯建銘+1951","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",50,"翁金珠","07","2","N","翁金珠+1947","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",53,"高金素梅","07","2","N","高金素梅+1965","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",73,"費鴻泰","07","2","N","費鴻泰+1954","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",107,"謝國樑","07","2","Y","謝國樑+1975","立法院","立法院司法及法制委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"司法及法制委員會",113,"蘇震清","07","2","N","蘇震清+1965","立法院","立法院司法及法制委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院司法及法制委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",6,"田秋堇","07","2","N","田秋堇+1954","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",18,"李乙廷","07","2","N","李乙廷+1954","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",37,"林鴻池","07","2","N","林鴻池+1955","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",41,"侯彩鳳","07","2","N","侯彩鳳+1952","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",48,"徐少萍","07","2","Y","徐少萍+1941","立法院","立法院社會福利及衛生環境委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",57,"張碩文","07","2","N","張碩文+1971","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",70,"陳瑩","07","2","N","陳瑩+1972","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",78,"黃淑英","07","2","N","黃淑英+1951","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",79,"黃義交","07","2","N","黃義交+1953","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",85,"廖國棟 Sufin．Siluko","07","2","N","廖國棟 Sufin．Siluko+1955","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",98,"鄭汝芬","07","2","N","鄭汝芬+1957","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",105,"賴清德","07","2","N","賴清德+1959","立法院","立法院社會福利及衛生環境委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"社會福利及衛生環境委員會",108,"鍾紹和","07","2","Y","鍾紹和+1956","立法院","立法院社會福利及衛生環境委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院社會福利及衛生環境委員會+台北市中正區中山南路1號"
"程序委員會",8,"江玲君","07","2","N","江玲君+1975","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",14,"吳育昇","07","2","N","吳育昇+1958","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",23,"李嘉進","07","2","N","李嘉進+1957","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",29,"林明溱","07","2","N","林明溱+1951","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",33,"林益世","07","2","N","林益世+1968","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",53,"高金素梅","07","2","N","高金素梅+1965","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",54,"涂醒哲","07","2","N","涂醒哲+1951","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",57,"張碩文","07","2","N","張碩文+1971","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",59,"張顯耀","07","2","N","張顯耀+1963","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",68,"陳節如","07","2","N","陳節如+1944","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",73,"費鴻泰","07","2","Y","費鴻泰+1954","立法院","立法院程序委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",78,"黃淑英","07","2","N","黃淑英+1951","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",88,"趙麗雲","07","2","N","趙麗雲+1952","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",96,"蔡煌瑯","07","2","N","蔡煌瑯+1960","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",103,"蕭景田","07","2","N","蕭景田+1954","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",104,"賴士葆","07","2","Y","賴士葆+1951","立法院","立法院程序委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",107,"謝國樑","07","2","N","謝國樑+1975","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",109,"簡東明 Uliw．Qaljupayare","07","2","N","簡東明 Uliw．Qaljupayare+1951","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"程序委員會",112,"羅淑蕾","07","2","N","羅淑蕾+1952","立法院","立法院程序委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院程序委員會+台北市中正區中山南路1號"
"紀律委員會",10,"江義雄","07","2","Y","江義雄+1944","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",14,"吳育昇","07","2","N","吳育昇+1958","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",15,"吳清池","07","2","Y","吳清池+1949","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",23,"李嘉進","07","2","Y","李嘉進+1957","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",28,"林正二","07","2","N","林正二+1952","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",32,"林郁方","07","2","N","林郁方+1951","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",39,"邱鏡淳","07","2","Y","邱鏡淳+1949","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",48,"徐少萍","07","2","N","徐少萍+1941","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",51,"翁重鈞","07","2","N","翁重鈞+1955","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",66,"陳根德","07","2","N","陳根德+1956","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",75,"黃昭順","07","2","Y","黃昭順+1953","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",89,"劉盛良","07","2","Y","劉盛良+1939","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",101,"盧秀燕","07","2","N","盧秀燕+1961","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",107,"謝國樑","07","2","N","謝國樑+1975","立法院","立法院紀律委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"紀律委員會",108,"鍾紹和","07","2","Y","鍾紹和+1956","立法院","立法院紀律委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院紀律委員會+台北市中正區中山南路1號"
"經費稽核委員會",6,"田秋堇","07","2","N","田秋堇+1954","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",39,"邱鏡淳","07","2","N","邱鏡淳+1949","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",73,"費鴻泰","07","2","N","費鴻泰+1954","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",74,"黃志雄","07","2","N","黃志雄+1976","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",76,"黃偉哲","07","2","Y","黃偉哲+1963","立法院","立法院經費稽核委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",86,"廖婉汝","07","2","N","廖婉汝+1960","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",90,"劉銓忠","07","2","N","劉銓忠+1942","立法院","立法院經費稽核委員會","委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",99,"鄭金玲","07","2","Y","鄭金玲+1946","立法院","立法院經費稽核委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"經費稽核委員會",110,"顏清標","07","2","Y","顏清標+1960","立法院","立法院經費稽核委員會","召集委員",2008-09-19,2009-01-13,"台北市中正區中山南路1號","立法院經費稽核委員會+台北市中正區中山南路1號"
"內政委員會",4,"王進士","07","3","N","王進士+1948","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",11,"余天","07","3","N","余天+1948","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",14,"吳育昇","07","3","Y","吳育昇+1958","立法院","立法院內政委員會","召集委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",40,"邱議瑩","07","3","N","邱議瑩+1971","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",45,"紀國棟","07","3","N","紀國棟+1960","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",50,"翁金珠","07","3","N","翁金珠+1947","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",58,"張慶忠","07","3","Y","張慶忠+1951","立法院","立法院內政委員會","召集委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",63,"陳秀卿","07","3","N","陳秀卿+1950","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
"內政委員會",69,"陳福海","07","3","N","陳福海+1963","立法院","立法院內政委員會","委員",2009-02-20,2009-06-16,"台北市中正區中山南路1號","立法院內政委員會+台北市中正區中山南路1號"
