"","title","date","content"
"1990","俞正声会见第三届两岸媒体人北京峰会与会代表"," 时间:2017-11-24 19:20　　　来源：新华网","　　俞正声表示，今年是两岸开启交流３０周年，也是两岸新闻交流３０周年。当年两岸隔绝的坚冰，是由新闻记者的采访打破的，两岸媒体的交流合作，也为两岸同胞增进相互了解和理解搭建了沟通的桥梁。去年５月以来，由于民进党当局拒不承认“九二共识”，破坏了两岸关系和平发展的政治基础，使两岸关系遭受严重冲击。在当前两岸关系复杂严峻形势下，希望两岸媒体勇于担当，善尽社会责任，坚持为民发声，讲好两岸故事，努力做“九二共识”政治基础的维护者、同胞心灵契合的促进者、中华优秀文化的弘扬者、“台独”分裂言行的反对者，为推动两岸关系和平发展营造良好舆论环境。"
"1991","俞正声会见第三届两岸媒体人北京峰会与会代表"," 时间:2017-11-24 19:20　　　来源：新华网","　　黄坤明、蔡奇等参加会见。"
"1992","俞正声会见第三届两岸媒体人北京峰会与会代表"," 时间:2017-11-24 19:20　　　来源：新华网",""
"1993","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","在第三届两岸媒体人北京峰会开幕式上的致辞"
"1994","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","中共中央台办、国务院台办主任 张志军"
"1995","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","（2017年11月24日）"
"1996","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","尊敬的陈吉宁代市长，"
"1997","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","尊敬的蔡衍明董事长、胡志强副董事长，"
"1998","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","各位嘉宾，各位朋友："
"1999","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　大家上午好！"
"2000","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　很高兴参加由北京日报报业集团主办、台湾旺中媒体集团协办的第三届两岸媒体人北京峰会。本届峰会是中共十九大胜利闭幕后两岸媒体界的首场重要交流活动，又逢两岸新闻交流开启30周年之际。在此，我谨代表中共中央台办、国务院台办，对峰会的举办表示热烈的祝贺，并向与会的两岸媒体界人士特别是远道而来的台湾朋友致以诚挚的问候。"
"2001","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　刚才，俞正声主席亲切会见了峰会代表，并发表了重要讲话，阐述了中共十九大确定的对台大政方针，对两岸媒体在两岸关系发展进程中发挥的重要作用给予肯定，对大家提出鼓励和期勉。俞主席的讲话情真意切、内涵丰富，值得我们深入思考和领会。"
"2002","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　各位嘉宾、各位朋友！"
"2003","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　上个月胜利闭幕的中共十九大，庄严宣告中国特色社会主义进入了新时代，确立了习近平新时代中国特色社会主义思想的历史地位，确定了决胜全面建成小康社会、开启全面建设社会主义现代化国家新征程的目标，擘画了到本世纪中叶建成富强民主文明和谐美丽的社会主义现代化强国的宏伟蓝图，极大地激发了全体中华儿女携手实现民族伟大复兴的热情和干劲。"
"2004","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　十九大报告在深刻总结过去五年对台工作理论和实践创新的基础上，对推进新时代对台工作、发展两岸关系、实现和平统一作了深入阐述，体现了中共中央对台大政方针一以贯之的连续性、与时俱进的创新性、开拓进取的前瞻性，集中反映了习近平总书记推进祖国统一大业的新理念新主张新要求，构成了新时代中国特色社会主义思想和基本方略的重要组成部分。概括起来就是“六个一”："
"2005","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一个根本目标，也就是“解决台湾问题、实现祖国完全统一”。这是全体中华儿女的共同愿望，是中华民族根本利益所在，也是实现中华民族伟大复兴的必然要求。纵观中华民族五千年的绵长历史，国家统一始终是主流。维护统一、反对分裂是世世代代中华儿女极为珍视的价值和目标。当年，面对中国四分五裂的悲惨状况，伟大的革命先行者孙中山先生曾经讲过，统一是中国全体国民的希望。能够统一，全国人民便享福；不能统一，便要受害。如今，久经磨难的中华民族迎来了从站起来、富起来到强起来的伟大飞跃，迎来了实现中华民族伟大复兴的光明前景。两岸同胞比以往任何时期都更有条件、更有办法化解心结、消除隔阂、增进福祉、融洽感情、凝聚认同，把民族命运牢牢掌握在自己手中，携手为实现祖国完全统一、共圆中华民族伟大复兴的中国梦而贡献力量。"
"2006","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一条基本方针，也就是“必须继续坚持‘和平统一、一国两制’方针”。“和平统一、一国两制”是我们解决台湾问题的基本方针，也是实现国家统一的最佳方式。我们将以最大诚意、尽最大努力争取和平统一的前景，因为以和平的方式实现统一最符合包括台湾同胞在内的中华民族的整体利益。我们所追求的国家统一不仅是形式上的统一，更重要的是两岸同胞的心灵契合。“一国两制”在台湾的具体实现形式会充分考虑台湾现实情况，充分吸收两岸各界意见和建议，作出充分照顾台湾同胞利益的安排。"
"2007","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一项主要任务，也就是“推动两岸关系和平发展，推进祖国和平统一进程”。两岸关系和平发展是一条维护两岸和平、促进共同发展、造福两岸同胞的正确道路，也是通向和平统一的光明大道。2008年后，两岸关系走上和平发展道路，两岸经济、文化、社会联系达到60多年来最密切的水平，两岸领导人实现了历史性会晤。两岸关系和平发展的良好局面决不允许被破坏，发展方向决不允许被逆转。随着祖国大陆的发展进步，我们更有信心和能力维护和推动两岸关系和平发展，以更多成果造福两岸同胞，增强对共同未来的信心，为最终实现祖国统一创造和积累条件。"
"2008","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一项基本原则，也就是一个中国原则。这是两岸关系的政治基础。任何事物都有自己的基础，都是在一定的基础上存在和发展的。没有一个中国原则，就没有两岸关系和平发展。体现一个中国原则的“九二共识”，明确界定了两岸关系的根本性质，是确保两岸关系和平发展的关键。“九二共识”是两岸双方对“两岸同属一个中国”这一客观事实和现状的共同确认，是两岸双方授权认可的，不是哪一党哪一派的专利。台湾任何政党、任何团体，只要承认“九二共识”的历史事实，认同两岸同属一个中国，我们都愿意与其对话、交流。这也是破解当前两岸政治关系僵局的“不二法门”。"
"2009","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一条清晰红线，也就是“我们坚决维护国家主权和领土完整，绝不容忍国家分裂的历史悲剧重演。”这是我们对历史、对人民的庄严承诺，也是维护两岸同胞共同利益的根本要求。当前，岛内“台独”分裂势力在文化、教育等领域不断推行“去中国化”活动，鼓噪“台独修宪”。我们要高度警惕，坚决反对和遏制。我们有坚定的意志、充分的信心、足够的能力挫败任何形式的“台独”分裂图谋。历史已经并将继续证明，任何“台独”分裂行径都难逃失败的下场。"
"2010","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　一个重要理念，也就是“我们秉持‘两岸一家亲’理念，尊重台湾现有的社会制度和台湾同胞生活方式，愿意率先同台湾同胞分享大陆发展的机遇。”两岸同胞是命运与共的骨肉兄弟，是血浓于水的一家人。我们将继续扩大两岸经济文化交流合作，实现互利互惠，逐步为台湾同胞在大陆学习、创业、就业、生活提供与大陆同胞同等的待遇。我们将继续推动两岸同胞共同弘扬中华文化，拉紧精神纽带，加深情感交融，促进心灵契合。希望越来越多的台湾同胞能够搭上大陆发展快车，收获更多亲情福祉，使“两岸一家亲”理念落地生根、开花结果。"
"2011","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　各位嘉宾、各位朋友！"
"2012","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　回顾历史，两岸曾长期隔绝、音讯不通、来往中断，造成骨肉同胞分离，给无数家庭留下创痛。1987年，在大陆和平统一政策感召和两岸同胞不懈努力下，两岸封闭的大门终被推开。在两岸民间交流开启之初，两岸新闻界顺应民意，勇于破冰，率先开展采访和交流，为两岸打破封闭隔绝状态作出了重要贡献。30年来，两岸新闻交流渠道逐渐拓宽，内容不断丰富，形式日益多样。两岸媒体在人员往来、交流互访、稿件互换、供稿供版、联合采访、合作拍片、节目落地、人才培养等方面的务实合作取得显著成效和积极成果。30年来，两岸新闻媒体在及时传播两岸资讯、增进两岸同胞相互理解、推动两岸各领域交流合作中发挥了重要作用。"
"2013","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　在此，我向在座各位，并通过你们向所有为两岸新闻交流付出辛劳，为促进两岸关系改善发展作出贡献的媒体界朋友，表示崇高的敬意和衷心的感谢！"
"2014","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　在当前两岸关系复杂形势下，希望两岸媒体继续发挥社会公器作用，坚持勇于担当为民发声的精神，多从正面善意角度传播两岸资讯，多做聚同化异扩大共识的工作，以推动两岸关系和平发展为己任，坚决维护“九二共识”政治基础，大力倡导“两岸一家亲”，合声讲好两岸故事，积极弘扬中华文化，拉近同胞心灵距离，为推动两岸关系不断向前发展、激励两岸同胞共同致力于中华民族伟大复兴作出新的更大贡献。"
"2015","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　最后，祝第三届两岸媒体人北京峰会取得圆满成功。祝各位嘉宾和朋友身体健康、工作顺利、生活幸福。"
"2016","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办","　　谢谢大家！"
"2017","张志军在第三届两岸媒体人北京峰会开幕式上的致辞(全文)"," 时间:2017-11-24 14:53　　　来源：中共中央台办、国务院台办",""
"2018","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办","在11月15日国台办例行新闻发布会上，有记者问，十九大报告提出，逐步为台湾同胞在大陆学习、创业、就业、生活提供与大陆同胞同等的待遇，近期有哪些利好举措出台？对此，国台办发言人马晓光应询介绍了相关情况。马晓光表示，今年以来，我们陆续出台一系列便利台湾同胞在大陆学习、创业、就业、生活的政策措施。比如，发布20条扩大开放措施，进一步支持台资企业投资大陆；建立海峡两岸产业合作区，鼓励台资企业向中西部地区拓展，参与“一带一路”建设；推动“台商走电商”，帮助台资企业拓展内销市场；为台湾同胞乘坐民航班机与搭乘高铁出行提供购票、取票便利；放宽台胞在大陆事业单位的就业地域；开放在大陆就业的台湾研究人员申请国家社科基金；扩大取得大陆律师职业资格的台湾居民执业范围等。  "
"2019","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办","马晓光说，近期，有关部门又相继出台3项便利台湾学生来大陆学习和就业的政策措施。一是，自今年10月1日起，凡参加台湾地区大学入学考试学科能力测试成绩达到均标级以上的台高中毕业生，均可以直接向大陆200多所高校，这些高校是招收华侨和港澳台地区学生的高校来申请就读。有关高校招生信息，可通过学校招生网站，以及海峡两岸招生服务中心大陆高校面向港澳台地区招生信息网进行了解。"
"2020","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办","二是，教育部日前要求各地各高校为台湾毕业生在大陆就业提供针对性强的就业指导和咨询；为有就业意愿且符合条件的台湾毕业生发放就业协议书、签发就业报到证。"
"2021","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办","三是，财政部、教育部修订台湾学生奖学金管理办法，将台湾学生奖学金分为本专科、硕士、博士三个类别，在原有一、二、三等奖之上增设特等奖，奖励金额与国家奖学金相同；各等级奖学金金额和获奖名额均有较大幅度增加。"
"2022","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办","下一步，我们将会同有关部门，全面贯彻落实十九大精神，继续研究出台相关政策措施，逐步为台湾同胞在大陆学习、创业、就业、生活提供与大陆同胞同等的待遇，促进两岸经济社会融合发展，增进台湾同胞福祉。"
"2023","国台办：有关部门陆续出台便利台湾同胞的政策措施"," 时间:2017-11-15 17:21　　　来源：中共中央台办、国务院台办",""
"2024","国台办：大陆台资企业产品展销会产生积极影响"," 时间:2017-11-15 17:20　　　来源：中共中央台办、国务院台办","在11月15日国台办例行新闻发布会上，国台办发言人马晓光应询介绍了大陆台资企业产品展销会的相关情况。"
"2025","国台办：大陆台资企业产品展销会产生积极影响"," 时间:2017-11-15 17:20　　　来源：中共中央台办、国务院台办","马晓光表示，今年是两岸开启交流30年，为充分展示广大台商在大陆投资兴业的发展历程和发展成果，两岸企业家峰会期间，全国台企联在江苏南京举办大陆台资企业产品展销会。展销会由台资企业产品展销和大陆台商台企30年发展成就展两部分组成。在38000平方米的展馆内，汇集了大陆31个省、自治区、直辖市近700家优秀台资企业的精彩展示，产品涵盖台商台企投资大陆的所有行业、领域和类别，参展产品达到数千种，其中包括超过100家重量级台资企业代表和台湾青年创新创业企业精心设计而呈现的特装展区。发展成就展回顾了台商台企跨越海峡、搭乘大陆经济发展快车、不断发展壮大的历程，讲述了台商台企从无到有、从小变大的感人故事，展现了台商台企在大陆持续发展、两岸合作共赢的美好前景。这场展销会的举办受到两岸经济界人士的高度关注，两岸的媒体，包括在座的媒体朋友们都进行了广泛的报道，产生了积极的影响。"
"2026","国台办：大陆台资企业产品展销会产生积极影响"," 时间:2017-11-15 17:20　　　来源：中共中央台办、国务院台办",""
"2027","国台办：大陆和台湾都是卢丽安的家"," 时间:2017-11-15 17:20　　　来源：中共中央台办、国务院台办","在11月15日国台办例行新闻发布会上，针对十九大台籍代表卢丽安及家人被台湾方面注销户籍有关问题，国台办发言人马晓光表示，卢丽安教授是土生土长的台湾省籍同胞，她通过自己的观察和思考，作出了加入中国共产党的选择。她作为党代表出席十九大，在接受记者采访时表示，以台湾的女儿为荣、以生为中国人为傲，希望台湾同胞和岛内乡亲参与共圆中国梦的伟大事业。她还说，人心的距离以及一些误会是可以消解的。她的这些看法得到了两岸同胞的广泛认同和肯定，台湾方面无论采取什么措施，都无损她爱家乡、爱祖国大陆的情怀。无论她在台湾是否有户籍，大陆和台湾都是她的家。"
"2028","国台办：大陆和台湾都是卢丽安的家"," 时间:2017-11-15 17:20　　　来源：中共中央台办、国务院台办",""
"2029","国台办：处理涉台事务须严格遵循一中原则"," 时间:2017-11-15 17:18　　　来源：中共中央台办、国务院台办","在11月15日国台办例行新闻发布会上，有记者提问，台湾有关部门将研究制定所谓的“国际刑事司法互助法”，未来台湾方面与大陆、港澳之间的刑事司法互助请求将适用其相关规定，对此发言人有何评论？国台办发言人马晓光应询表示，我还不了解该法案的具体情况。我想强调的是，世界上只有一个中国，大陆和台湾同属一个中国，相关事务的处理必须严格遵循这一原则。"
"2030","国台办：处理涉台事务须严格遵循一中原则"," 时间:2017-11-15 17:18　　　来源：中共中央台办、国务院台办",""
"2031","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","11月7日，全国政协主席俞正声在北京会见饶颖奇率领的台湾民意代表交流参访团。新华社记者张领摄"
"2032","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","　　新华社北京11月7日电（记者查文晔）全国政协主席俞正声7日在北京会见了饶颖奇率领的台湾民意代表交流参访团。"
"2033","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","　　俞正声说，中共中央总书记习近平在十九大报告中，提出了对包括台湾同胞在内全体中华儿女的殷切期望和伟大号召，必将极大地鼓舞和激励两岸同胞共同参与到维护和推动两岸关系和平发展、实现中华民族伟大复兴进程中来。"
"2034","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","　　俞正声指出，必须坚持一个中国原则和“九二共识”，共同反对一切分裂国家的活动；不断深化两岸经济文化交流，推动两岸关系和平发展；共同完善民意代表交流平台，厚植两岸关系和平发展民意基础。"
"2035","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","　　俞正声表示，八年来，政协委员与台湾民意代表进行了十四次互访交流，交流机制不断深化、交流平台不断完善。希望大家共同努力，吸纳和动员更多来自基层一线和青年一代的新生力量参与到两岸交流合作中来，为推动两岸关系和平发展做出应有的贡献。"
"2036","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网","　　张庆黎、李海峰参加会见。"
"2037","俞正声会见台湾民意代表交流参访团"," 时间:2017-11-07 21:28　　　来源：新华网",""
"2038","张志军主任会见台湾民意代表交流参访团"," 时间:2017-11-07 10:38　　　来源：中共中央台办、国务院台办",""
"2039","张志军主任会见台湾民意代表交流参访团"," 时间:2017-11-07 10:38　　　来源：中共中央台办、国务院台办","中共中央台办、国务院台办主任张志军11月6日下午在北京会见了由海峡两岸民意交流基金会董事长饶颖奇先生率领的台湾民意代表交流参访团一行。"
"2040","张志军主任会见台湾民意代表交流参访团"," 时间:2017-11-07 10:38　　　来源：中共中央台办、国务院台办",""
"2041","张志军主任会见台湾民意代表交流参访团"," 时间:2017-11-07 10:38　　　来源：中共中央台办、国务院台办",""
"2042","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","11月6日，2017两岸企业家紫金山峰会在江苏南京举行。全国政协主席俞正声出席大会并致辞。 新华社记者 姚大伟 摄"
"2043","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　新华社南京11月6日电（记者刘欢、张展鹏）2017两岸企业家紫金山峰会6日在江苏南京举行。全国政协主席俞正声出席大会并致辞。"
"2044","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　俞正声表示，两岸企业家峰会自成立以来，一直为振兴中华民族经济，增进两岸同胞福祉不懈努力，发挥了积极作用。今年的两岸企业家峰会，是中共十九大之后首场两岸重大交流活动，也是两岸开启交流30周年之际两岸企业界的一次盛会，具有重要意义。"
"2045","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　俞正声指出，不久前召开的中共十九大描绘了决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利的宏伟蓝图。中共十九大报告深刻阐述了对台工作的指导思想、重要理念、目标任务、原则方针和主要举措，为两岸关系发展指明了方向。我们要全面贯彻中共十九大确定的对台方针政策和工作部署，推动两岸关系不断向前发展。"
"2046","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　俞正声表示，新时代的两岸关系蕴含新的发展机遇和发展空间，也面临一些不容忽视的挑战。我们矢志不渝，继续推进两岸关系和平发展与祖国和平统一进程。两岸同胞要保持前进定力和必胜信心，排除一切障碍和干扰，继续沿着两岸关系和平发展的正确道路坚定不移走下去。我们毫不动摇，始终坚持一个中国原则和“九二共识”。体现一个中国原则的“九二共识”明确界定了两岸关系的根本性质，是确保两岸关系和平发展的关键。只有承认“九二共识”的历史事实，认同两岸同属一个中国，两岸双方才能开展对话，协商解决两岸同胞关心的问题，两岸关系才能拨云见日、重回正轨。我们旗帜鲜明，坚决反对任何形式“台独”分裂图谋。我们满腔热忱，努力践行“两岸一家亲”重要理念。两岸同胞应当携手并肩，一道走进新时代，共圆中国梦，共创属于全体中国人的美好未来。"
"2047","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　俞正声就深化两岸经济合作发表四点意见，提出要把握大陆发展机遇，找准合作契合点，开创更多发展增长点，为两岸经济合作开拓广阔空间。要大力开展创新合作，不断提升企业的核心竞争力和两岸经济合作的质量，为两岸经济合作注入不竭动力。要不断扩大两岸各界参与，欢迎和鼓励更多中小企业、农渔民等基层民众以及广大青年朋友参与两岸经济合作，为两岸经济合作夯实社会基础。希望两岸企业家勇于担当、积极作为，维护两岸关系和平发展，为深化两岸经济合作创造更好的氛围和条件。"
"2048","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　这是两岸企业家峰会成立以来的第五次年会。大陆方面两岸企业家峰会理事长曾培炎、副理事长盛华仁等出席。两岸700多位企业界人士等参加了讨论。"
"2049","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","　　会前，俞正声会见了萧万长等两岸参会主要代表。"
"2050","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网","11月6日，2017两岸企业家紫金山峰会在江苏南京举行。全国政协主席俞正声出席大会并致辞。会前，俞正声会见萧万长等两岸参会主要代表。新华社记者 姚大伟 摄"
"2051","俞正声出席2017两岸企业家紫金山峰会并致辞"," 时间:2017-11-06 14:38　　　来源：新华网",""
"2052","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　2017两岸企业家紫金山峰会于11月6日至7日在南京举办，全国政协主席俞正声出席大会并致辞。以下为讲话全文："
"2053","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　各位同胞，各位朋友，"
"2054","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　女士们，先生们："
"2055","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　大家上午好！"
"2056","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　很高兴出席2017两岸企业家紫金山峰会。首先，我对峰会的召开表示热烈祝贺！向与会的两岸嘉宾特别是来自台湾的朋友们，致以诚挚问候！"
"2057","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　今年的两岸企业家峰会，是中共十九大之后首场两岸重大交流活动，也是两岸开启交流30周年之际两岸企业界的一次盛会，备受两岸各界关注，具有重要意义。"
"2058","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　回首历史，两岸曾经长期紧张对峙，1987年两岸同胞终于冲破藩篱，开启交往。30年来，两岸关系虽历经曲折，但克难前行。特别是2008年之后，两岸双方在坚持“九二共识”、反对“台独”共同政治基础上，共同推动两岸关系走上和平发展道路，取得了丰硕成果。最令人瞩目的是，2015年11月两岸领导人实现历史性会晤，开辟了两岸关系新的前景，成为两岸关系发展史上的重要里程碑。"
"2059","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　30年来，两岸经济交流合作从无到有，从小到大，蓬勃发展。两岸实现直接全面双向“三通”，两岸贸易额比30年前增长了120多倍，大陆成为台湾最大出口市场、最大岛外投资目的地，极大地深化了两岸利益融合，增进了同胞福祉。这些成果得益于两岸同胞的不懈努力，也凝聚了包括在座各位在内的广大台商朋友的心血。在此，我要向你们、向所有为推动两岸关系和平发展作出贡献的各界朋友表示衷心感谢！"
"2060","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　各位同胞、各位朋友！"
"2061","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　不久前召开的中共十九大，作出了中国特色社会主义进入新时代、社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾等重大政治论断，确立了习近平新时代中国特色社会主义思想的历史地位，描绘了决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利的宏伟蓝图。中共十九大报告深刻阐述了对台工作的指导思想、重要理念、目标任务、原则方针和主要举措，为两岸关系发展指明了方向。新时代的两岸关系蕴含新的发展机遇和发展空间，也面临一些不容忽视的挑战。我们要全面贯彻中共十九大确定的对台方针政策和工作部署，推动两岸关系不断向前发展。"
"2062","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　——走进新时代，我们矢志不渝，继续推进两岸关系和平发展与祖国和平统一进程。解决台湾问题、实现祖国完全统一，是全体中华儿女共同愿望，是中华民族根本利益所在。和平统一最符合包括台湾同胞在内的中华民族的整体利益。实践充分证明，两岸关系和平发展有利于两岸同胞加强交流合作、融洽感情，有利于两岸积累互信、解决争议，有利于两岸经济共同发展、共同繁荣，是一条维护两岸和平、造福两岸同胞的正确道路。两岸同胞要保持前进定力和必胜信心，排除一切障碍和干扰，继续沿着这条正确道路坚定不移走下去。我们将以最大诚意、尽最大努力，广泛团结两岸同胞，共同维护台海和平稳定，推动两岸关系和平发展，争取和平统一的前景。"
"2063","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　——走进新时代，我们毫不动摇，始终坚持一个中国原则和“九二共识”。一个中国原则是两岸关系的政治基础。体现一个中国原则的“九二共识”明确界定了两岸关系的根本性质，是确保两岸关系和平发展的关键。“九二共识”是两岸中国人的智慧结晶，得到两岸领导人的共同确认，不是哪个党的专利，更没有强加于人。我们对与台湾各党派交往的态度是开放的、标准是一致的。当前两岸关系面临严峻局面，根源就在于台湾当局背离了两岸关系和平发展的政治基础。只有承认“九二共识”的历史事实，认同两岸同属一个中国，两岸双方才能开展对话，协商解决两岸同胞关心的问题，两岸关系才能拨云见日、重回正轨。"
"2064","俞正声在2017两岸企业家紫金山峰会开幕式上的致辞"," 时间:2017-11-06 14:37　　　来源：中共中央台办、国务院台办","　　——走进新时代，我们旗帜鲜明，坚决反对任何形式“台独”分裂图谋。“台独”分裂势力煽动两岸同胞敌意和对立，损害国家主权和领土完整，破坏台海和平稳定，阻挠两岸关系发展，是两岸关系和平发展和中华民族根本利益的最大现实威胁。当前，岛内“台独”分裂势力在文化、教育等领域不断推行“去中国化”活动，鼓噪“台独修宪”，两岸同胞对此要保持高度警惕。我们有坚定的意志、充分的信心、足够的能力维护国家主权和领土完整，绝不容忍国家分裂的历史悲剧重演。"
