"","縣市","姓名","金額","描述","link","選舉","推薦政黨","當選註記","count"
"179","基隆市","王醒之",446337,"宣傳支出中，有標示廣告看板支出細項，共申報8筆。總金額為446337元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1adtdsy80_hzpYtO8uB7U8T8YRwwphVkSu4CPASRTQrU/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",2
"180","臺北市","王奕凱",187700,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為187700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1apQOipWmb4W9E8OuP1_LVxDAWwVK8E8hD-be0p--bGs/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"181","臺北市","王正德",243600,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為243600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1KHx7Tt5DL2HsMCSlMa0Jtb7z63AnPWJfMQtC3HlMIk0/edit?usp=sharing","2018 議員","中國國民黨",NA,15
"182","臺北市","王致雅",513687,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為513687元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Ry2h-ma5as8jgMA5wT4nTUlmlOlPjN9578_O4UPTudk/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,6
"183","彰化縣","魏明谷",5164999,"宣傳支出中，有標示廣告看板支出細項，共申報104筆。總金額為5164999元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1CuxMwA4jPKpwtAb9oo-osEBWruZ0Spl96iUYNdMHVVI/edit?usp=sharing","2018 縣市長","民主進步黨",NA,5
"184","嘉義縣","翁章梁",1223007,"宣傳支出中，有標示廣告看板支出細項，共申報11筆。總金額為1223007元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1esDdSA8Vfcd-eQGs06vG4NbMBzdttKsSXHuyVoxr2kI/edit?usp=sharing","2018 縣市長","民主進步黨","*",5
"185","新北市","吳炳輝",65000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為65000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Sr5n-MJyLeSQQGbvJqipt-21gPECPXkZqchwGXqvjAc/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,2
"186","嘉義縣","吳芳銘",1526200,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為1526200元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1lr5RdONXLxC1aWi5pXmop7SqsmXO0rWBqb8-3B_cXZo/edit?usp=sharing","2018 縣市長","無黨籍及未經政黨推薦",NA,4
"187","宜蘭縣","吳福田",182825,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為182825元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1moRENei4Kx2ECGXOz63owXi-DuF7i7vuRipqfqR6Tgo/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"188","臺中市","吳光中",37000,"宣傳支出中，有標示廣告看板支出細項，共申報7筆。總金額為37000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1iB7H7TQhEVS_tg2wNdt4ACWHoO4-EbHZaXElSzfrtgk/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"189","桃園市","吳嘉和",7400,"宣傳支出中，有標示廣告看板支出細項，共申報0筆。僅有一筆為「舞台看板」7400元。7400元，。","https://docs.google.com/spreadsheets/d/1a3dN7tL9vp49fLSYucA2lf_1PsmO2t7TwB2QxjLZmy0/edit?usp=sharing","2018 議員","中國國民黨","*",4
"190","臺北市","吳沛憶",508079,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為508079元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1-XtVJhIVw0Fsp2X1ChweTef0zQfUXh4nofE4UeEGbu4/edit?usp=sharing","2018 議員","民主進步黨","*",1
"191","臺中市","吳瓊華",20000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為20000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1pRSvkojJpynEueY0fsa1WrZk59JBducN1H2nmYApdkE/edit?usp=sharing","2018 議員","中國國民黨","*",7
"192","臺北市","吳世正",1163500,"宣傳支出中，有標示廣告看板支出細項，共申報8筆。總金額為1163500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Seyf8x_J0UDClsdQpQu9tujxx5t4O0oS4RR42X2QcVo/edit?usp=sharing","2018 議員","中國國民黨","*",2
"193","高雄市","吳益政",15000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為15000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/19GMwCTaq1cVn9ZoulzV5x6Ym79HXJfa65idONdPk3EI/edit?usp=sharing","2018 議員","親民黨","*",1
"194","臺北市","吳崢",319991,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為319991元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bfABr6RJNoNGCBiK0QDas5SkD8xGbh21PVGl5QRT0kE/edit?usp=sharing","2018 議員","時代力量",NA,7
"195","臺北市","吳志剛",1402758,"宣傳支出中，有標示廣告看板支出細項，共申報7筆。總金額為1402758元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1-BahHDjXMjNsh7H3cWv_1C79azBXgW4KgUmXsEOEQOU/edit?usp=sharing","2018 議員","中國國民黨","*",1
"196","臺北市","蕭新晟",1009788,"宣傳支出中，有標示廣告看板支出細項，共申報19筆。總金額為1009788元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1OfNvPvnKeQaPcN9T_TdVbuILddNHI6yTew7Pz6vrvYg/edit?usp=sharing","2018 議員","時代力量",NA,4
"197","桃園市","謝柏寬",180000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為180000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1RMRxR9eMz8qqLqYTYqdbnFd6ic-WWufmZM0aTeIQJJY/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"198","基隆市","謝立功",1105496,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為1105496元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Awzu_5Dg1d4CpoBy3QWDpPi9CBe1bgPFbYzcjC4wPx8/edit?usp=sharing","2018 縣市長","中國國民黨",NA,4
"199","臺南市","謝龍介",374656,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為374656元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1y-gExaF3ski0cTm-5GouHEl-Pjhmi7ZCRmVqFKDurL4/edit?usp=sharing","2018 議員","中國國民黨","*",3
"200","臺北市","謝維洲",340937,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為340937元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/15fekkwkybieX1l0kQfcIsEgM7ShgoNBONsRt8_B8QF8/edit?usp=sharing","2018 議員","民主進步黨",NA,5
"201","臺北市","徐弘庭",275581,"宣傳支出中，有標示廣告看板支出細項，共申報8筆。總金額為275581元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/13P3P0XYzf34V7rAyrvOvRDFXZ0-dSMAB5vC2-fq8bTI/edit?usp=sharing","2018 議員","中國國民黨","*",17
"202","臺北市","徐立信",777285,"宣傳支出中，有標示廣告看板支出細項，共申報12筆。總金額為777285元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1SwueSxEsKhs8YRyVPOPg82fAhnlt8zEmpUlv3sCB-QY/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",8
"203","基隆市","徐莉莉",90600,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為90600元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bUOd6NBgKzZu-EFNQqp3OfRla6tnAuUakQEBENmZTcw/edit?usp=sharing","2018 議員","親民黨",NA,1
"204","臺北市","徐世勲",1155151,"宣傳支出中，有標示廣告看板支出細項，共申報21筆。總金額為1155151元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/16SA4WxwcU9nunsRV6cXYuzeIg3l9sGttVl6J76NnTRE/edit?usp=sharing","2018 議員","民國黨",NA,19
"205","苗栗縣","徐耀昌",32940,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為32940元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/12SYoryuzPYYOIugaliKyt0tLYmjTcfMeAA_ri6yTtgE/edit?usp=sharing","2018 縣市長","中國國民黨","*",1
"206","苗栗縣","徐永煌",216860,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為216860元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1G2M7eJQ7z4klhNYauilJWIACEtrzXGFaHWo0kXhj4AU/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"207","臺北市","許菡芸",75350,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為75350元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1qLIjAWjs3jA2UhXYzp2Njsg55dVap2jBO0rylJL7Y48/edit?usp=sharing","2018 議員","社會民主黨",NA,2
"208","高雄市","許崑源",546371,"宣傳支出中，有標示廣告看板支出細項，共申報14筆。總金額為546371元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1etiuUE8Pxx5Sxp6Mlq1XFP6E7Pf3Oij1lXmRGzA6l-c/edit?usp=sharing","2018 議員","中國國民黨","*",1
"209","臺北市","許淑華",2777801,"宣傳支出中，有標示廣告看板支出細項，共申報5筆。總金額為2777801元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1f8BZ5aISF7LGHbFpew_di4D3WmBd4DP9ERGVK5cYRQY/edit?usp=sharing","2018 議員","民主進步黨","*",16
"210","新北市","許昭興",72565,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為72565元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11HwtXnoRtgAtCk-x76HTqRINKrg7ZyxSAhL3t4HuBmQ/edit?usp=sharing","2018 議員","民主進步黨",NA,3
"211","臺南市","許至椿",704870,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為704870元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bG21EBlSBCy3r82VvHHuYlMFfiG7E5fUScOS04RXolk/edit?usp=sharing","2018 議員","中國國民黨","*",3
"212","臺南市","許忠信",53000,"宣傳支出中，有標示廣告看板支出細項，共申報13筆。總金額為53000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1fBCsWkVjMYAQmxe5LW8dTJFETEr-Lxgoop3qLHXD_KI/edit?usp=sharing","2018 縣市長","無黨籍及未經政黨推薦",NA,2
"213","新北市","顏群晃",240450,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為240450元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/18Ipk8HpE7lxSfz0aFLL8X30PbfHFDlq65aKotVKFTeQ/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,2
"214","臺北市","顏若芳",788000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為788000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WGacPWWV5FcQT22mkwCtAZTLwYC3vkRFyAwtiZzY-HQ/edit?usp=sharing","2018 議員","民主進步黨",NA,15
"215","臺北市","顏聖冠",671663,"宣傳支出中，有標示廣告看板支出細項，共申報12筆。總金額為671663元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1zDUY7DQbeHkk1uRxcV5AO8uGEFReIaooyLwX41ODY8I/edit?usp=sharing","2018 議員","民主進步黨",NA,2
"216","新竹市","嚴翊琦",142128,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為142128元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/10uNj0EYpJTmqSuONUlWpXsRK8oDTK8XGLYcTYc2Yo9o/edit?usp=sharing","2018 議員","中國國民黨",NA,1
"217","臺北市","楊靜宇",175000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為175000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1AiaraNMVifxxxMZHW6UMqRP4KTaLXKaD-j5quzYUPQk/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",5
"218","臺中市","楊啓邦",22300,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為22300元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1DnlNqhpJMm0V-mh0utspf_2aQ8FKlq3xIijZ2k5HT-M/edit?usp=sharing","2018 議員","中國國民黨",NA,1
"219","基隆市","楊秀玉",317200,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為317200元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1h77LmmRmI06X7Zui367yW7ZmnfoAdBoE-6D5WtwRj8g/edit?usp=sharing","2018 議員","親民黨","*",3
"220","臺北市","姚文智",606265,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為606265元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11ppjrdZpxhe-VxqIfHCO4JjbCmeXAAkIsue3E0WpQ1k/edit?usp=sharing","2018 縣市長","民主進步黨",NA,6
"221","臺北市","葉林傳",185000,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為185000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1lBbnXkUccanGhBmabby2YC2vVAun3mOD9-HBkRgiFac/edit?usp=sharing","2018 議員","中國國民黨","*",20
"222","嘉義縣","葉孟龍",21000,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為21000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Auu4T8azZhO8DtQHSs6S2AQARagqdZozh614mS4PThY/edit?usp=sharing","2018 議員","民主進步黨","*",1
"223","南投縣","葉仁創",64000,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為64000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1-TNB4v4zRyI-he6E7fq7Wud7doro5QqPOXZtU_mAJnk/edit?usp=sharing","2018 議員","民主進步黨","*",1
"224","新北市","葉元之",271786,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為271786元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Gbns_uV5hrRsa4--bdq1WuyLQwnF7G3_KveO24KlRAM/edit?usp=sharing","2018 議員","中國國民黨","*",8
"225","臺北市","葉智遠",827820,"宣傳支出中，有標示廣告看板支出細項，共申報15筆。總金額為827820元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1_0AhUMb_dHqGa4GZ1wqvccz8PY_2JatiPrsCxmHn6LQ/edit?usp=sharing","2018 議員","台灣團結聯盟",NA,18
"226","臺北市","應曉薇",547450,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為547450元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1W0EbTxuIsl7UuuYYnqug7pkCXCvBq6G2SmpSBBG58Dk/edit?usp=sharing","2018 議員","中國國民黨","*",1
"227","南投縣","游顥",17735,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為17735元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Lu1xRrA1GXStMC8DAXVSF8hWk_UVTBEssbA_hnvGQEI/edit?usp=sharing","2018 議員","中國國民黨","*",2
"228","花蓮縣","游美雲",43700,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為43700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1fkP72FJrUYsHtrMo0U5KeTypXKz_fMHdRHKAjNSGlDQ/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"229","臺北市","游淑慧",1697649,"宣傳支出中，有標示廣告看板支出細項，共申報13筆。總金額為1697649元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1eP1KqX0qxchQHFTFEGdAaY6CcJnVGHf3aUIZ0UcuJTE/edit?usp=sharing","2018 議員","中國國民黨","*",6
"230","新竹市","余邦彥",564500,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為564500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1LUrTEtw7peAP6s67mjgRatilXaYqhYN4DrKlt0QtxkY/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"231","桃園市","袁慧心",1287000,"宣傳支出中，有標示廣告看板支出細項，共申報13筆。總金額為1287000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1fk6mRoequsVnvixrdZmfLuY5GPVYqZnLMRxlh2UjO_0/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,1
"232","臺中市","張芬郁",817500,"宣傳支出中，有標示廣告看板支出細項，共申報18筆。總金額為817500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1vUdt9kXV7_zpjSIs0Rkgi_6M3jiqTZg5rBKI3YmU_0w/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"233","高雄市","張豐藤",347366,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為347366元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1PHNcCmF73xvYMeEO4M82vVGqHg4KAXwHBdtH6UIYEQY/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"234","基隆市","張顥瀚",236500,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為236500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1h6y8OK9sNsJY3o7PWCVJ6bvs-citpIlUfl1Jh4Ka7BE/edit?usp=sharing","2018 議員","民主進步黨","*",1
"235","臺中市","張家銨",808537,"宣傳支出中，有標示廣告看板支出細項，共申報12筆。總金額為808537元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/19zniVG1QPbZcdwgKe0Ou4T7oSAY5uO2kSZv1Ta3y67U/edit?usp=sharing","2018 議員","民主進步黨","*",4
"236","宜蘭縣","張建榮",1675200,"宣傳支出中，有標示廣告看板支出細項，共申報3筆。總金額為1675200元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1upgDC02Vrr0siNnZiMSqs3oVkrZyJngyUzYS0Pj0pkM/edit?usp=sharing","2018 議員","中國國民黨","*",5
"237","臺北市","張斯綱",532173,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為532173元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1dSP5aoIQL1XQsq6il4-4Qcj1g_Cjbg6__Igv-RBRprU/edit?usp=sharing","2018 議員","中國國民黨","*",5
"238","南投縣","張維華",11000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為11000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1WeyrC1pIzaNkTRSaxj0ddfWlOF4_veOYAtLMlRhLnlo/edit?usp=sharing","2018 議員","中國國民黨","*",1
"239","臺中市","張玉嬿",420034,"宣傳支出中，有標示廣告看板支出細項，共申報32筆。總金額為420034元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1e-O804YQaDBTibwuZM1qE1ikOfmSbTSLG4lEQ9_lYI4/edit?usp=sharing","2018 議員","民主進步黨","*",1
"240","新竹市","張祖琰",239477,"宣傳支出中，有標示廣告看板支出細項，共申報10筆。總金額為239477元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ACkIa2sUN5hs0pnMP0dlWY2_vAo9CSxTgtYZtqPaff0/edit?usp=sharing","2018 議員","中國國民黨","*",1
"241","臺北市","趙家蓉",301797,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為301797元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/11Hxb5rq-oZFt6YFXRTshyHa0F_X8OgEv-Ggc5dRioQ0/edit?usp=sharing","2018 議員","新黨",NA,2
"242","高雄市","鄭光峰",4983423,"宣傳支出中，有標示廣告看板支出細項，共申報29筆。總金額為4983423元，有區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14FtgiARcN1_CJQRtJ_DISa4O-MLuiqhv_euEskW9qKw/edit?usp=sharing","2018 議員","民主進步黨","*",2
"243","新竹市","鄭美娟",1022921,"宣傳支出中，有標示廣告看板支出細項，共申報20筆。總金額為1022921元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1cU9L_WnQiFhhmNJWkemSk1VUKSwgfALSXxl5zdOqVVI/edit?usp=sharing","2018 議員","民主進步黨","*",1
"244","桃園市","鄭文燦",88800,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為88800元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1O1fyyzFZV19Rx6YLik-eMkoncNs5eHxzGBDfseJT7Sk/edit?usp=sharing","2018 縣市長","民主進步黨","*",3
"245","新北市","鄭宇恩",579555,"宣傳支出中，有標示廣告看板支出細項，共申報1筆。總金額為579555元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1XATdV650nJk7aTLaeYNUMU7gAL-LaGChrfpUkwVpGsM/edit?usp=sharing","2018 議員","民主進步黨","*",1
"246","臺北市","鍾沛君",612556,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為612556元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14Xp0el_HaD3a4JlQch_tiBSLXYLVzLqkrXE6IM1GsUI/edit?usp=sharing","2018 議員","中國國民黨","*",6
"247","臺北市","鍾小平",258500,"宣傳支出中，有標示廣告看板支出細項，共申報6筆。總金額為258500元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1HqygLKlsFZBWb4XF2a6NbLs56MJwQ93wvCmqIPLidt4/edit?usp=sharing","2018 議員","中國國民黨","*",4
"248","臺北市","周柏雅",1029284,"宣傳支出中，有標示廣告看板支出細項，共申報9筆。總金額為1029284元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1AadIsRcV-vUvsyt1cD21Z9Bmh5j0NZnHkP_O79zHPLA/edit?usp=sharing","2018 議員","民主進步黨",NA,1
"249","高雄市","周玲妏",134700,"宣傳支出中，有標示廣告看板支出細項，共申報8筆。總金額為134700元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1hMgICyerrPMfy-k9g1wl3oUdc-g66dUMTMSfQqDl0uM/edit?usp=sharing","2018 議員","民主進步黨",NA,2
"250","新北市","周勝考",3528821,"宣傳支出中，有標示廣告看板支出細項，共申報14筆。總金額為3528821元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Z3ZezBXc1x9N4DsUs5ZwYjYCPcO_QwDHRFnAVFo03W0/edit?usp=sharing","2018 議員","中國國民黨","*",19
"251","臺中市","朱暖英",165000,"宣傳支出中，有標示廣告看板支出細項，共申報4筆。總金額為165000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/148Uu3QW14SW33sGVNzwR_3pfAB_ejcDdmWtjJK3-Rh4/edit?usp=sharing","2018 議員","中國國民黨","*",2
"252","彰化縣","莊陞漢",80000,"宣傳支出中，有標示廣告看板支出細項，共申報2筆。總金額為80000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Z_h4RfLqQjhTDUc3QIbCaINczKTlGQcWU8A632sYqYg/edit?usp=sharing","2018 議員","民主進步黨","*",2
"253","高雄市","蔡鴻瑋",2143611,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報6筆。總金額為2143611元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1ATjBGJRaeYviDIXVUy9gsfqobeiGVW4o2GZnS9wyN2Y/edit?usp=sharing","2018 議員","台灣團結聯盟",NA,3
"254","高雄市","陳善慧",664603,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報6筆。總金額為664603元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1zgTHIE-7j0vwnU06UamtDFVhU3i7M7LzWfbCjE0Eq5A/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",1
"255","高雄市","何權峰",1683357,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報10筆。總金額為1683357元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/18Uq8b464Y03ZwgHSaIHyZ_rHKSO1K3TNmx2JvoibiPc/edit?usp=sharing","2018 議員","民主進步黨","*",3
"256","高雄市","洪平朗",413371,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報7筆。總金額為413371元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1I13AYRpvH9Chw0-4V9JyFccsFlFRCumG3rVnxo7hDcw/edit?usp=sharing","2018 議員","民主進步黨",NA,2
"257","高雄市","李眉蓁",2605235,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報23筆。總金額為2605235元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/12apQKF7oEJUG11qiu0w_dwT5d0g4QmnXla3qSL6srqc/edit?usp=sharing","2018 議員","中國國民黨","*",1
"258","高雄市","李雅靜",147000,"宣傳支出中，未明確標示廣告看板支出細項，「播送、傳送或刊登宣傳廣告支出」共申報7筆。總金額為147000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/14k5QzFfEM_l53kzFpfXXey2KvRlAcsAvhiNR50520io/edit?usp=sharing","2018 議員","中國國民黨","*",1
"259","高雄市","邱俊憲",319841,"宣傳支出中，未明確標示廣告看板支出細項，「廣告費」共申報3筆。總金額為319841元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/17bH0lBl1K2RPaqDMgult-pYVfjNisuZGkJDv1IxmXxk/edit?usp=sharing","2018 議員","民主進步黨","*",2
"260","高雄市","吳銘賜",2261709,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報10筆。總金額為2261709元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/103ZJ_6qH3C6gKz5xIlGZAQm5XA7Pm4ADJdZTbXQ2vic/edit?usp=sharing","2018 議員","台灣團結聯盟","*",1
"261","高雄市","楊政城",25076,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報5筆。總金額為25076元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1kLZUcbpX7ymWFrjmVz2jlbRKfoElzzJwvECEmCpfaD0/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦",NA,3
"262","高雄市","鄭孟洳",240000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報1筆。總金額為240000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1bu2NDGJzMWx31t3IrORfp2epfvhJ_8I1GEg0f0WUL5I/edit?usp=sharing","2018 議員","民主進步黨","*",1
"263","高雄市","鍾易仲",527030,"宣傳支出中，未明確標示廣告看板支出細項，「製作」或「刊登宣傳廣告支出」共申報11筆。總金額為527030元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1w4-yBfi7Jg4dOW3HQO35m08QhwcKC7M-7bV4GRqYdmg/edit?usp=sharing","2018 議員","中國國民黨","*",1
"264","基隆市","陳明建",170000,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報2筆。總金額為170000元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1dvePupzews4LupucA6k9MsldTp6TKRt9bhcDD9ZsgVs/edit?usp=sharing","2018 議員","無黨籍及未經政黨推薦","*",2
"265","基隆市","連恩典",127673,"宣傳支出中，未明確標示廣告看板支出細項，「製作宣傳廣告支出」共申報14筆。總金額為127673元，未區分單塊看板明細。","https://docs.google.com/spreadsheets/d/1Js0M3gsCsE6tbkpOQ-CJwnwKk8JHi8EAWq7AHMKz3rg/edit?usp=sharing","2018 議員","中國國民黨","*",2
