商業名稱,商業所在地,資本額,設立年度,設立日期,地址一,地址二,狀態
立昇小吃店,臺北市大安區忠孝東路4段223巷47號,2e+05,101,101/02/06,305788.297,2770643.712,setup
香味饌麵食館,臺北市大安區忠孝東路4段170巷6弄6號1樓,2e+05,101,101/02/06,305543.261,2770404.109,setup
李奇髮廊忠孝店,臺北市大安區忠孝東路4段51之2號,1e+05,101,101/03/01,305026.787,2770524.411,setup
珞檸服飾商行,臺北市大安區忠孝東路4段216巷29號,2e+05,101,101/03/07,305809.157,2770300.072,setup
九兆商行,臺北市大安區忠孝東路4段170巷18弄2之1號,2e+05,101,101/03/08,305542.101,2770296.883,setup
純純服飾精品行,臺北市大安區忠孝東路4段87之4號,2e+05,101,101/03/21,305265.548,2770536.339,setup
鳳李商號,臺北市大安區忠孝東路4段216巷33弄9號,2e+05,101,101/03/28,305862.299,2770268.504,setup
愛幸福精品店,臺北市大安區忠孝東路4段53之11號,80000,101,101/04/09,305045.964,2770534.157,setup
粉紅馬丁尼精品店,臺北市大安區忠孝東路4段216巷29號,2e+05,101,101/04/09,305809.157,2770300.072,setup
雅逸整體美學工作室,臺北市信義區忠孝東路4段559巷16弄9號,1e+05,101,101/04/10,306912.912,2770589.017,setup
邏溧服飾精品店,臺北市大安區忠孝東路4段223巷49弄5號,2e+05,101,101/04/13,305758.965,2770664.876,setup
法蘿緹美甲工作室,臺北市大安區忠孝東路4段223巷40號,1e+05,101,101/04/16,305811.113,2770678.316,setup
玉寶格珠寶行,臺北市大安區忠孝東路4段216巷16號,2e+05,101,101/04/16,305789.12,2770375.709,setup
戀依商行,臺北市大安區忠孝東路4段97號地下之8,1e+05,101,101/04/17,305292.392,2770514.207,setup
好發商行,臺北市信義區忠孝東路4段559巷16弄8號1樓,2e+05,101,101/04/24,306920.255,2770578.816,setup
伊斯貝嵐莎精品店,臺北市大安區忠孝東路4段181巷40弄6號,230000,101,101/04/25,305544.09,2770751.574,setup
可妮精緻精品店,臺北市大安區忠孝東路4段205巷29弄8號1樓,2e+05,101,101/04/26,305730.581,2770659.156,setup
品榕工作室,臺北市大安區忠孝東路4段170巷17弄3號,2e+05,101,101/04/26,305608.496,2770322.843,setup
蔬閣素膳房,臺北市大安區忠孝東路4段216巷19弄5號,60000,101,101/05/10,305833.136,2770370.416,setup
給我咖啡店,臺北市信義區忠孝東路4段559巷14號,2e+05,101,101/05/16,306881.587,2770565.13,setup
新機感手藝工作室,臺北市大安區忠孝東路4段49巷4弄4號,20000,101,101/05/21,305033.299,2770567.594,setup
樵瑋飲料店,臺北市信義區忠孝東路4段553巷6弄16號,50000,101,101/05/23,306861.371,2770571.227,setup
采婕服飾店,臺北市大安區忠孝東路4段181巷7弄21號,2e+05,101,101/05/28,305668.107,2770564.627,setup
幸運草韓國服飾店,臺北市大安區忠孝東路4段97號地下之23,2e+05,101,101/06/04,305292.392,2770514.207,setup
朵拉瑪咖啡館忠孝店,臺北市大安區忠孝東路4段216巷19弄17號,NA,101,101/06/13,305879.203,2770370.508,setup
唯雅服飾,臺北市大安區忠孝東路4段87之3號,168000,101,101/06/27,305269.72,2770529.942,setup
我的編織鞋店,臺北市大安區忠孝東路4段205巷29弄2號1樓,10000,101,101/06/27,305704.663,2770659.331,setup
采辰精品店,臺北市大安區忠孝東路4段205巷29弄2號1樓,245000,101,101/07/03,305704.663,2770659.331,setup
星樣商行,臺北市大安區忠孝東路4段216巷40弄11號,60000,101,101/07/03,305715.887,2770271.138,setup
開端服飾店,臺北市信義區忠孝東路4段553巷12號,150000,101,101/07/06,306793.942,2770609.558,setup
朵麗朵服飾精品店,臺北市大安區忠孝東路4段216巷39號,50000,101,101/07/10,305807.288,2770239.35,setup
蓁豆家商行,臺北市大安區忠孝東路4段97號地下樓,50000,101,101/07/13,305292.392,2770514.207,setup
蓁豆家商行,臺北市大安區忠孝東路4段97號地下樓,50000,101,101/07/13,305292.392,2770514.207,setup
元氣十足推拿館,臺北市信義區忠孝東路4段559巷8之1號,2e+05,101,101/07/17,306881.689,2770543.995,setup
狩獵精品服飾店,臺北市大安區忠孝東路4段205巷26弄6號,1e+05,101,101/07/19,305660.47,2770677.691,setup
全德企業社,臺北市大安區忠孝東路4段175之1號,2e+05,101,101/07/19,305558.161,2770509.544,setup
皇冠企業社,臺北市大安區忠孝東路4段175之1號,2e+05,101,101/07/19,305558.161,2770509.544,setup
泰之味小館,臺北市大安區忠孝東路4段223巷10弄3號,2e+05,101,101/07/20,305832.648,2770560.869,setup
彤之味輕食餐館,臺北市大安區忠孝東路4段208之1號,2e+05,101,101/07/30,305755.47,2770432.666,setup
雅築商行,臺北市信義區忠孝東路4段559巷14號,240000,101,101/08/08,306881.587,2770565.13,setup
玉真行,臺北市大安區忠孝東路4段170巷5弄10號,2e+05,101,101/08/14,305625.07,2770402.402,setup
上恩商行,臺北市大安區忠孝東路4段223巷34號,2e+05,101,101/08/17,305810.98,2770662.308,setup
啤咖飲料坊,臺北市大安區忠孝東路4段170巷6弄1之1號,2e+05,101,101/08/21,305557.998,2770421.871,setup
獨洋服飾商行,臺北市大安區忠孝東路4段205巷29弄2號1樓,1e+05,101,101/08/22,305704.663,2770659.331,setup
瑞紅精品服飾店,臺北市大安區忠孝東路4段169號,1e+06,101,101/08/29,305541.268,2770509.776,setup
德相加州行,臺北市大安區忠孝東路4段216巷27弄4號,2e+05,101,101/09/06,305831.161,2770299.719,setup
金鼎港式燒腊店,臺北市信義區忠孝東路4段553巷6弄9號,80000,101,101/09/07,306835.841,2770582.547,setup
國韻企業社,臺北市大安區忠孝東路4段170巷18弄2號,2e+05,101,101/09/11,305550.642,2770297.031,setup
麵屋台行,臺北市大安區忠孝東路4段216巷40弄14號,2e+05,101,101/09/14,305734.736,2770250.985,setup
未來時尚服飾店,臺北市大安區忠孝東路4段205巷26弄5號,1e+05,101,101/09/17,305659.789,2770688.224,setup
騰耀羿沃服飾店,臺北市大安區忠孝東路4段181巷35弄19號,2e+05,101,101/09/19,305644.736,2770770.399,setup
奕成企業社,臺北市大安區忠孝東路4段216巷40弄11號,50000,101,101/09/24,305715.887,2770271.138,setup
拉維斯精品店,臺北市大安區忠孝東路4段181巷7弄21號,2e+05,101,101/09/26,305668.107,2770564.627,setup
藝技咖啡店,臺北市信義區忠孝東路4段553巷6弄15號,180000,101,101/09/27,306855.731,2770585.524,setup
瑞亞服飾行,臺北市大安區忠孝東路4段205巷26弄6號,2e+05,101,101/09/13,305660.47,2770677.691,setup
拾壹餐飲店,臺北市信義區忠孝東路4段553巷12號,2e+05,101,101/10/02,306793.942,2770609.558,setup
林樂綺服飾名店,臺北市大安區忠孝東路4段216巷11弄14號,240000,101,101/10/03,305867.391,2770398.354,setup
文達銀樓,臺北市大安區忠孝東路4段163號,1e+06,101,101/10/04,305523.314,2770510.006,setup
大鉧火鍋店,臺北市大安區忠孝東路4段216巷33弄6號,2e+05,101,101/10/04,305835.439,2770247.117,setup
三隻孔雀服飾店,臺北市大安區忠孝東路4段205巷29弄6號,1e+05,101,101/10/08,305722.946,2770659.208,setup
新溿葶服飾店,臺北市大安區忠孝東路4段101巷10號,2e+05,101,101/10/16,305293.376,2770571.363,setup
七澄餐廳,臺北市大安區忠孝東路4段26巷7號,240000,101,101/10/16,304945.743,2770441.279,setup
尚宣服飾行,臺北市大安區忠孝東路4段223巷56號,1e+05,101,101/10/19,305811.642,2770750.838,setup
瀀米蔻百貨商行,臺北市大安區忠孝東路4段170巷17弄9號,2e+05,101,101/10/22,305653.885,2770323.514,setup
宏發通訊行,臺北市大安區忠孝東路4段223巷22號,2e+05,101,101/10/23,305810.042,2770610.512,setup
王薏菲時裝工作室,臺北市大安區忠孝東路4段53之10號,2e+05,101,101/10/31,305045.966,2770531.11,setup
芙兒妮服飾店,臺北市大安區忠孝東路4段216巷29號,2e+05,101,101/11/01,305809.157,2770300.072,setup
芭斯汀服飾精品店,臺北市大安區忠孝東路4段181巷40弄15號,2e+05,101,101/11/01,305475.944,2770770.308,setup
鷹?企業社,臺北市大安區忠孝東路4段216巷27弄14號,2e+05,101,101/11/09,305885.474,2770297.464,setup
琦琦時尚設計工作坊,臺北市大安區忠孝東路4段223巷22號,80000,101,101/11/16,305810.042,2770610.512,setup
布莉蕬國際企業社,臺北市大安區忠孝東路4段124之13號,2e+05,101,101/12/06,305257.138,2770445.585,setup
美緻子精品服飾,臺北市大安區忠孝東路4段181巷6號,50000,101,101/12/14,305569.453,2770522.649,setup
家睿髮型工作室,臺北市大安區忠孝東路4段223巷56號,2e+05,101,101/12/21,305811.642,2770750.838,setup
柔佳美工作室,臺北市大安區忠孝東路4段69之15號,1e+05,101,101/12/22,305166.246,2770550.396,setup
冠姿精品服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,2e+05,101,101/12/27,305704.663,2770659.331,setup
槿熙商行,臺北市大安區忠孝東路4段97號地下之15,2e+05,102,102/01/07,305292.392,2770514.207,setup
穆凱服飾店,臺北市大安區忠孝東路4段205巷26弄6號(1樓),1e+05,102,102/01/14,305660.47,2770677.691,setup
蓁豆家商行,臺北市大安區忠孝東路4段97號地下樓,50000,102,102/01/23,305292.392,2770514.207,setup
蓁豆家商行,臺北市大安區忠孝東路4段97號地下樓,50000,102,102/01/23,305292.392,2770514.207,setup
時尚集商行,臺北市大安區忠孝東路4段216巷40弄11號,2e+05,102,102/02/01,305715.887,2770271.138,setup
佳進飲食坊,臺北市大安區忠孝東路4段223巷10弄7號,2e+05,102,102/02/18,305858.401,2770555.812,setup
霖佳企業社,臺北市大安區忠孝東路4段91號,2e+05,102,102/02/22,305276.069,2770514.432,setup
米露服飾行,臺北市大安區忠孝東路4段205巷29弄7號1樓,10000,102,102/03/12,305730.58,2770674.218,setup
卜卜優坊,臺北市大安區忠孝東路4段216巷19弄18號1樓,1e+05,102,102/03/19,305902.662,2770349.304,setup
百變俏妞時尚服飾店,臺北市大安區忠孝東路4段223巷22號,2e+05,102,102/03/29,305810.042,2770610.512,setup
一記水餃店,臺北市信義區忠孝東路4段559巷16弄19號,50000,102,102/04/10,306943.379,2770593.927,setup
媽咪里啦手製餅乾專賣店,臺北市大安區忠孝東路4段60之2號,5e+05,102,102/04/19,305026.511,2770456.137,setup
喜思糖果商行,臺北市大安區忠孝東路4段222號,1e+06,102,102/04/22,305861.022,2770456.574,setup
建智髮廊,臺北市大安區忠孝東路4段51之2號,2e+05,102,102/04/23,305026.787,2770524.411,setup
伊芝精品百貨行,臺北市大安區忠孝東路4段87號,1e+06,102,102/04/23,305259.051,2770514.503,setup
理仁企業社,臺北市大安區忠孝東路4段95號,2e+05,102,102/05/01,305287.078,2770514.385,setup
雍和企業社,臺北市大安區忠孝東路4段93號,2e+05,102,102/05/01,305281.572,2770514.409,setup
詩黛力創意實業社,臺北市大安區忠孝東路4段181巷39號,2e+05,102,102/05/07,305586.248,2770792.768,setup
蘿莉小姐服飾,臺北市大安區忠孝東路4段248巷13號,50000,102,102/05/15,305918.544,2770381.683,setup
偭紑耶服飾,臺北市大安區忠孝東路4段205巷26弄6號,2e+05,102,102/05/20,305660.47,2770677.691,setup
名邑設計髮廊,臺北市大安區忠孝東路4段170巷17弄6號,2e+05,102,102/05/29,305614.561,2770300.255,setup
心柔服飾,臺北市大安區忠孝東路4段49巷8號,410000,102,102/05/30,305028.826,2770626.107,setup
賀雅金露西林服飾精品館,臺北市大安區忠孝東路4段223巷45號1樓,2e+05,102,102/06/05,305788.26,2770636.794,setup
佛瑞斯義式小吃店,臺北市大安區忠孝東路4段216巷11弄6號,2e+05,102,102/06/07,305831.331,2770398.421,setup
白鬍子商行,臺北市大安區忠孝東路4段205巷29弄8號,2e+05,102,102/06/19,305730.581,2770659.156,setup
小愛自助餐,臺北市大安區忠孝東路4段170巷31號1樓,2e+05,102,102/06/07,305585.532,2770225.097,setup
極意小吃店,臺北市大安區忠孝東路4段216巷40弄7號,240000,102,102/06/10,305733.487,2770270.906,setup
統領茶行,臺北市大安區忠孝東路4段201號,2e+05,102,102/07/01,305677.808,2770507.384,setup
郁盎精品店,臺北市大安區忠孝東路4段205巷29弄2號1樓,2e+05,102,102/07/03,305704.663,2770659.331,setup
嵐米琪咖啡坊,臺北市大安區忠孝東路4段216巷52號1樓,1e+05,102,102/07/04,305788.011,2770197.133,setup
藿莉婍衣館,臺北市大安區忠孝東路4段223巷69號,2e+05,102,102/07/08,305781.457,2770738.629,setup
夏兒精品服飾店,臺北市大安區忠孝東路4段205巷29弄7號1樓,2e+05,102,102/07/09,305730.58,2770674.218,setup
果發咖啡店,臺北市信義區忠孝東路4段559巷16弄8號,1e+05,102,102/07/12,306920.255,2770578.816,setup
沛錡的店,臺北市大安區忠孝東路4段216巷30號,50000,102,102/07/15,305787.241,2770322.462,setup
洛芙提百貨行,臺北市大安區忠孝東路4段205巷26弄3號,2e+05,102,102/07/19,305667.186,2770688.379,setup
寶婷企業社,臺北市大安區忠孝東路4段248巷27號,3e+05,102,102/07/19,305923.512,2770290.214,setup
好事藝術工作室,臺北市大安區忠孝東路4段205巷29弄5號1樓,1e+05,102,102/08/01,305722.713,2770674.218,setup
一直是晴天咖啡館,臺北市信義區忠孝東路4段553巷2弄5號,150000,102,102/08/13,306817.521,2770546.584,setup
潔寶貝精品商行,臺北市大安區忠孝東路4段181巷6號,50000,102,102/08/28,305569.453,2770522.649,setup
水瓶子企業行,臺北市大安區忠孝東路4段205巷29弄1號1樓,1e+05,102,102/08/29,305704.896,2770674.218,setup
聖光足道工作社,臺北市大安區忠孝東路4段216巷40弄7之1號,2e+05,102,102/09/04,305728.85,2770270.902,setup
時羞餐飲,臺北市大安區忠孝東路4段250之4號,2e+05,102,102/09/05,305939.412,2770455.139,setup
肯尼工作室,臺北市大安區忠孝東路4段248巷19號(1樓),1e+05,102,102/09/11,305919.197,2770320.058,setup
智鴻工作室,臺北市大安區忠孝東路4段248巷19號1樓,1e+05,102,102/09/11,305919.197,2770320.058,setup
富佳商行,臺北市大安區忠孝東路4段181巷8號1樓,240000,102,102/09/12,305569.398,2770527.513,setup
瑪瑪商行,臺北市信義區忠孝東路4段553巷14號,2e+05,102,102/09/16,306794.074,2770619.462,setup
奧斯曼精品店,臺北市大安區忠孝東路4段216巷27弄17號,50000,102,102/09/17,305895.758,2770319.367,setup
壹酷隄髮型沙龍,臺北市大安區忠孝東路4段170巷18弄3號1樓,2e+05,102,102/09/17,305553.115,2770324.554,setup
加分小吃店,臺北市大安區忠孝東路4段17巷34號,2e+05,102,102/09/17,304934.578,2770697.622,setup
松山文創咖啡館,臺北市信義區忠孝東路4段553巷20之1號,245000,102,102/09/24,306798.716,2770670.095,setup
西班亞餐廳,臺北市大安區忠孝東路4段170巷18弄5號,2e+05,102,102/09/26,305539.301,2770326.254,setup
轉角小吃店,臺北市大安區忠孝東路4段223巷34號,2e+05,102,102/09/27,305810.98,2770662.308,setup
嘉彤精品服飾店,臺北市大安區忠孝東路4段205巷29弄7號1樓,2e+05,102,102/10/02,305730.58,2770674.218,setup
魚想衣服飾店,臺北市大安區忠孝東路4段87號,2e+05,102,102/10/03,305259.051,2770514.503,setup
易達商行忠孝分店,臺北市大安區忠孝東路4段87號,45000,102,102/10/03,305259.051,2770514.503,setup
富億發彩券行,臺北市大安區忠孝東路4段216巷23號,1e+05,102,102/10/11,305808.654,2770329.279,setup
慈郁流行精品社,臺北市大安區忠孝東路4段216巷29號,2e+05,102,102/10/16,305809.157,2770300.072,setup
寶寧發公益彩券行,臺北市大安區忠孝東路4段223巷22號,2e+05,102,102/10/17,305810.042,2770610.512,setup
采禾稜服飾店,臺北市大安區忠孝東路4段87之16號,50000,102,102/10/18,305291.951,2770536.087,setup
鍋苑小吃店,臺北市大安區忠孝東路4段205巷7弄13號,2e+05,102,102/10/24,305762.356,2770562.95,setup
金萬來商行,臺北市大安區忠孝東路4段223巷32號,50000,102,102/10/28,305810.309,2770642.847,setup
夜酌小吃店,臺北市大安區忠孝東路4段223巷63號,50000,102,102/10/29,305789.309,2770720.067,setup
四月雨咖啡館,臺北市大安區忠孝東路4段216巷40弄18號1樓,1e+05,102,102/10/30,305710.717,2770251.531,setup
小樹童衣舖,臺北市大安區忠孝東路4段216巷26之1號,168000,102,102/11/07,305787.732,2770331.081,setup
紅漾美容工作室,臺北市大安區忠孝東路4段223巷40號1樓,180000,102,102/11/07,305811.113,2770678.316,setup
太平洋頂好彩券行,臺北市大安區忠孝東路4段71號地下一層,240000,102,102/11/11,305170.164,2770555.421,setup
安芹精品服飾小舖,臺北市大安區忠孝東路4段223巷56號,2e+05,102,102/11/15,305811.642,2770750.838,setup
威?王彩券行,臺北市大安區忠孝東路4段216巷29號1樓,80000,102,102/11/25,305809.157,2770300.072,setup
車一輪串燒店,臺北市大安區忠孝東路4段248巷8號1樓、地下1樓,2e+05,102,102/11/27,305905.009,2770374.438,setup
夢想飲品坊,臺北市大安區忠孝東路4段170巷6弄1之1號,2e+05,102,102/12/05,305557.998,2770421.871,setup
奈祇服飾店,臺北市大安區忠孝東路4段97號地下之17100000　獨資,NA,102,102/12/19,305292.392,2770514.207,setup
天使公國精品百貨行,臺北市大安區忠孝東路4段205巷14號,1e+06,103,103/02/24,305685.535,2770567.691,setup
瑪克盃飲料店,臺北市信義區忠孝東路4段559巷16弄8號,1e+05,103,103/02/12,306920.255,2770578.816,setup
安琪國際名品企業社,臺北市大安區忠孝東路4段101巷39號,2e+05,103,103/02/25,305315.584,2770668.502,setup
花間蜜餐廳,臺北市信義區忠孝東路4段504號1樓,240000,103,103/03/05,306704.456,2770439.32,setup
蘇馬利時尚創意概念店,臺北市大安區忠孝東路4段223巷49弄5號,50000,103,103/03/12,305758.965,2770664.876,setup
依依商行,臺北市信義區忠孝東路4段553巷48號1樓,1e+05,103,103/03/14,306798.324,2770802.372,setup
這野廚房,臺北市信義區忠孝東路4段559巷16弄18號,2e+05,103,103/03/18,306932.992,2770580.804,setup
寶拉卡費飲品店,臺北市大安區忠孝東路4段205巷29弄7號1樓,2e+05,103,103/03/24,305730.58,2770674.218,setup
口杯商號,臺北市信義區忠孝東路4段553巷2弄11號,60000,103,103/03/31,306843.26,2770546.806,setup
鳴鳳食品店,臺北市大安區忠孝東路4段223巷22號,60000,103,103/04/02,305810.042,2770610.512,setup
和星工作室,臺北市大安區忠孝東路4段181巷35弄9號及地下1樓,1e+05,103,103/04/03,305610.771,2770770.617,setup
舞際藝動工作室,臺北市大安區忠孝東路4段216巷40弄16號1樓,2e+05,103,103/04/07,305720.419,2770251.304,setup
霏吉芝美甲店,臺北市大安區忠孝東路4段97號地下之8,150000,103,103/04/10,305292.392,2770514.207,setup
上恩洋食館,臺北市大安區忠孝東路4段223巷34號1樓,2e+05,103,103/04/14,305810.98,2770662.308,setup
晨市食館,臺北市信義區忠孝東路4段553巷22弄49號,5e+05,103,103/04/24,306836.241,2770696.898,setup
大阜餐飲店,臺北市信義區忠孝東路4段553巷22弄4之1號,2e+05,103,103/05/01,306829.795,2770678.128,setup
雙迪服飾,臺北市大安區忠孝東路4段223巷10弄2號(1樓),2e+05,103,103/05/06,305812.623,2770538.714,setup
高堤商行,臺北市大安區忠孝東路4段248巷6號,2e+05,103,103/05/09,305904.832,2770393.86,setup
派思翠精品服飾店,臺北市大安區忠孝東路4段205巷14號,50000,103,103/06/13,305685.535,2770567.691,setup
有晟商行,臺北市大安區忠孝東路4段248巷6號,2e+05,103,103/06/13,305904.832,2770393.86,setup
好日子衣著生活概念店,臺北市大安區忠孝東路4段205巷29弄4號1樓,150000,103,103/06/13,305712.068,2770659.281,setup
五口田企業社,臺北市大安區忠孝東路4段170巷6弄10號1樓、2樓,2e+05,103,103/06/18,305527.512,2770404.133,setup
兩隻小魚企業社,臺北市信義區忠孝東路4段553巷2弄11號,60000,103,103/06/17,306843.26,2770546.806,setup
香旭企業社,臺北市大安區忠孝東路4段181巷39號,2e+05,103,103/07/15,305586.248,2770792.768,setup
富晟餐廳,臺北市大安區忠孝東路4段223巷5號地下之1,2e+05,103,103/07/17,305789.601,2770517.642,setup
比薩星球玩具店,臺北市大安區忠孝東路4段205巷26弄6號,50000,103,103/07/30,305660.47,2770677.691,setup
葆鼎食府,臺北市大安區忠孝東路4段97號地下之13,1e+05,103,103/08/04,305292.392,2770514.207,setup
茱葉特精品服飾店,臺北市大安區忠孝東路4段205巷29弄1號1樓,5e+05,103,103/08/15,305704.896,2770674.218,setup
育澄企業社,臺北市大安區忠孝東路4段49巷8號,2e+05,103,103/08/21,305028.826,2770626.107,setup
明星寶號,臺北市大安區忠孝東路4段181巷40弄10號,2e+05,103,103/08/25,305527.305,2770752.159,setup
港都小吃店,臺北市信義區忠孝東路4段559巷16弄24號,80000,103,103/08/27,306950.824,2770575.691,setup
老似滿小吃店,臺北市信義區忠孝東路4段553巷46弄8號1樓,2e+05,103,103/09/01,306831.557,2770784.672,setup
香杯可飲料店,臺北市大安區忠孝東路4段216巷57號,2e+05,103,103/09/16,305807.025,2770170.858,setup
蔻妮絲精品服飾店,臺北市大安區忠孝東路4段205巷29弄7號1樓,2e+05,103,103/09/19,305730.58,2770674.218,setup
忠孝茶坊,臺北市大安區忠孝東路4段49巷8號1樓,220000,103,103/09/24,305028.826,2770626.107,setup
六安行,臺北市大安區忠孝東路4段213號,2e+05,103,103/09/26,305734.095,2770506.122,setup
指漾時尚工作室,臺北市大安區忠孝東路4段97號地下之1,2e+05,103,103/10/24,305292.392,2770514.207,setup
丹尼爾髮廊,臺北市大安區忠孝東路4段223巷49弄5號,50000,103,103/10/03,305758.965,2770664.876,setup
奕帆企業社,臺北市大安區忠孝東路4段248巷15號,2e+05,103,103/10/08,305918.544,2770376.91,setup
稻雁食堂,臺北市信義區忠孝東路4段553巷16弄2號(1樓),3e+06,103,103/10/17,306816.147,2770619.535,setup
逗逗小姐精品店,臺北市大安區忠孝東路4段205巷29弄2號,2e+05,103,103/10/31,305704.663,2770659.331,setup
依夏霈商行,臺北市大安區忠孝東路4段53之11號,1e+05,103,103/10/31,305045.964,2770534.157,setup
感恩服飾店,臺北市大安區忠孝東路4段216巷29號,80000,103,103/10/31,305809.157,2770300.072,setup
藍默餐坊,臺北市大安區忠孝東路4段170巷6弄1之1號,2e+05,103,103/12/24,305557.998,2770421.871,setup
黑布笠山商店,臺北市大安區忠孝東路4段223巷69號,2e+05,103,103/12/26,305781.457,2770738.629,setup
新禾東南亞小吃店,臺北市大安區忠孝東路4段97號地下之6,2e+05,103,103/12/15,305292.392,2770514.207,setup
髮采服飾,臺北市大安區忠孝東路4段97號地下之8,50000,104,104/01/14,305292.392,2770514.207,setup
曲大大韓國烤肉餐館,臺北市大安區忠孝東路4段181巷46號,2e+05,104,104/01/16,305565.738,2770792.191,setup
瑩城商行,臺北市大安區忠孝東路4段181巷2號,2e+05,104,104/01/20,305569.533,2770515.571,setup
瑞米恩企業社,臺北市大安區忠孝東路4段216巷11弄20號,2e+05,104,104/01/23,305892.82,2770398.306,setup
御世珠寶精品名店,臺北市大安區忠孝東路4段216巷29號,2e+05,104,104/01/26,305809.157,2770300.072,setup
玫瑰公園服飾行,臺北市大安區忠孝東路4段87之12號,2e+05,104,104/01/28,305283.421,2770536.169,setup
隨心所欲服飾店,臺北市大安區忠孝東路4段205巷9號1樓,2e+05,104,104/02/06,305702.488,2770569.008,setup
毛氏企業社,臺北市信義區忠孝東路4段559巷16弄1號樓,2e+05,104,104/02/06,306894.995,2770586.129,setup
艾達服飾名店,臺北市大安區忠孝東路4段87號,30000,104,104/03/06,305259.051,2770514.503,setup
立羽商號,臺北市大安區忠孝東路4段181巷40弄15號,180000,104,104/03/10,305475.944,2770770.308,setup
正德小吃店,臺北市信義區忠孝東路4段553巷10號,1e+05,104,104/03/20,306793.797,2770598.801,setup
艾斯緹精品服飾店,臺北市大安區忠孝東路4段205巷9號,2e+05,104,104/03/31,305702.488,2770569.008,setup
琴笛食館,臺北市大安區忠孝東路4段101巷29號,2e+05,104,104/04/20,305325.004,2770651.949,setup
寸鮨壽司店,臺北市信義區忠孝東路4段553巷50號1樓,6e+06,104,104/04/23,306798.589,2770810.309,setup
竣宇商行,臺北市大安區忠孝東路4段101巷10號,2e+05,104,104/04/28,305293.376,2770571.363,setup
亨泰商行,臺北市大安區忠孝東路4段223巷34弄4號,1e+05,104,104/04/28,305832.706,2770644.966,setup
比斯特羅義麵坊,臺北市信義區忠孝東路4段553巷46弄15號1樓,240000,104,104/04/29,306869.303,2770800.808,setup
早晚工作室,臺北市大安區忠孝東路4段205巷26弄5號,2e+05,104,104/05/22,305659.789,2770688.224,setup
純璉服飾店,臺北市大安區忠孝東路4段248巷29號1樓,1e+05,104,104/05/05,305942.077,2770268.228,setup
香草白精品服飾,臺北市大安區忠孝東路4段87之4號1樓,2e+05,104,104/05/20,305265.548,2770536.339,setup
安葶企業社,臺北市大安區忠孝東路4段216巷55號1樓,250000,104,104/05/25,305807.07,2770177.203,setup
比飛舖,臺北市大安區忠孝東路4段181巷40弄6號,2e+05,104,104/06/01,305544.09,2770751.574,setup
采成服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,1e+05,104,104/06/09,305704.663,2770659.331,setup
日日樂彩券行,臺北市大安區忠孝東路4段216巷29號,1e+05,104,104/06/10,305809.157,2770300.072,setup
廣溢源企業社,臺北市大安區忠孝東路4段223巷56號1樓,2e+05,104,104/06/24,305811.642,2770750.838,setup
奇拓亞精品店,臺北市大安區忠孝東路4段181巷7弄21號,2e+05,104,104/07/16,305668.107,2770564.627,setup
提姆闊圖國際精品社,臺北市大安區忠孝東路4段216巷29號,2e+05,104,104/07/30,305809.157,2770300.072,setup
愛無限服飾店,臺北市大安區忠孝東路4段205巷26弄6號,220000,104,104/08/03,305660.47,2770677.691,setup
澳登企業社,臺北市大安區忠孝東路4段205巷9號,2e+05,104,104/08/13,305702.488,2770569.008,setup
一純果汁店,臺北市大安區忠孝東路4段97號地下之34,2e+05,104,104/08/26,305292.392,2770514.207,setup
鼎王餐飲企業社,臺北市大安區忠孝東路4段250之2號,2e+05,104,104/09/07,305933.822,2770455.281,setup
滭吉企業社,臺北市信義區忠孝東路4段553巷12號1樓,2e+05,104,104/09/11,306793.942,2770609.558,setup
真芳行,臺北市信義區忠孝東路4段559巷16弄13號,2e+05,104,104/09/16,306924.244,2770590.843,setup
布朗客企業社,臺北市信義區忠孝東路4段553巷6弄14之1號1樓,1e+06,104,104/09/22,306848.728,2770570.883,setup
冠群餐廳,臺北市大安區忠孝東路4段223巷49弄1號1樓,2e+05,104,104/10/12,305775.489,2770664.876,setup
沺萱服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,50000,104,104/10/15,305704.663,2770659.331,setup
衫川服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,180000,104,104/11/05,305704.663,2770659.331,setup
品饗小吃店,臺北市信義區忠孝東路4段559巷14號1樓,30000,104,104/11/09,306881.587,2770565.13,setup
妍婕歐義流行精品屋,臺北市大安區忠孝東路4段205巷9號,2e+05,104,104/11/10,305702.488,2770569.008,setup
橙品工作室,臺北市大安區忠孝東路4段69之15號,1e+05,104,104/11/12,305166.246,2770550.396,setup
小菲工作室,臺北市大安區忠孝東路4段55之11號1樓,1e+05,104,104/12/07,305051.061,2770531.032,setup
慈芬商行,臺北市大安區忠孝東路4段223巷69號,2e+05,104,104/12/08,305781.457,2770738.629,setup
順兄弟餐飲商行松菸分行,臺北市信義區忠孝東路4段559巷22號,2e+05,104,104/12/09,306889.007,2770616.1,setup
成昱料理店,臺北市信義區忠孝東路4段559巷16弄15號,249100,104,104/12/17,306927.992,2770591.447,setup
布魯咪甜點工坊,臺北市信義區忠孝東路4段553巷46弄2號,240000,104,104/12/30,306810.097,2770785.434,setup
